Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
21.6.5,False,False,True,447324,,Islamic Art,1921,Panel,Panel,,,,,,,,,,,,,,,,,,,6th–7th century,500,699,"Wool; tapestry woven, mounted on linen","H. 3 9/16 in. (9 cm)
W. 3 15/16 in. (10 cm)","Gift of Lily S. Place, 1921",Attributed to,,,,Egypt,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/447324,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.241.6.45,False,False,False,406783,,Drawings and Prints,1963,Print,"University of Denver, version one, part of the College Series cabinet cards (T6)",,,,,,10473,Publisher, ,Murad Cigarettes, , ,Murad Cigarettes, ,          ,          ,,,,1909–1910,1909,1910,Chromolithograph with hand-coloring,Sheet: 5 x 8 in. (12.7 x 20.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/406783,,,"Metropolitan Museum of Art, New York, NY",Men|Flags|Athletes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300195678|http://vocab.getty.edu/page/aat/300236025,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q14660|https://www.wikidata.org/wiki/Q2066131
"2007.211.1a, b",False,False,False,134606,,Costume Institute,2007,Shoes,Goya,French,,,,,202162821,Designer|Manufacturer, | ,Roger Vivier|René Caovilla,"French, 1913–1998|Italian", | ,Vivier Roger|René Caovilla,French|Italian,1913      |          ,1998      |          ,|,|,|,fall/winter 1986–87,1986,1987,"leather, silk, metal",,"Gift of Mary Robertson, 2006",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/134606,,,"Metropolitan Museum of Art, New York, NY",,,
1976.505.14.12,False,False,False,848149,,Photographs,1976,Photogravure,"A Coast Pomo Woman, Plate 483",,,,,,16538,Artist, ,Edward Sheriff Curtis,"American, Whitewater, Wisconsin 1868–1952 Los Angeles, California", ,"Curtis, Edward Sheriff",American,1868      ,1952      ,,http://vocab.getty.edu/page/ulan/500018219,https://www.wikidata.org/wiki/Q433128,1924,1924,1924,Photogravure,,"Rogers Fund, 1926, transferred from the Library",,,,,,,,,,,,Prints|Photographs,,http://www.metmuseum.org/art/collection/search/848149,,,"Metropolitan Museum of Art, New York, NY",,,
Inst.1976.25,False,False,False,505672,,Musical Instruments,,Keys,Keys,,,,,,,,,,,,,,,,,,,,0,0,,,"Gift of Murtogh D. Guinness, 1976",,,,,,,,,,,,Accessory,,http://www.metmuseum.org/art/collection/search/505672,,,"Metropolitan Museum of Art, New York, NY",,,
48.101.1033,False,False,True,742098,,Islamic Art,1948,Fragment,Stucco Fragment,,,,,,,,,,,,,,,,,,,probably 8th–12th century,800,1300,Stucco; carved,"H. 1 3/16 in. (3 cm)
W. 1 in. (2.5 cm)
D. 13/16 in. (2 cm)","Rogers Fund, 1948",Excavated in,Nishapur,,,Iran,,,,,,,Stucco,,http://www.metmuseum.org/art/collection/search/742098,,,"Metropolitan Museum of Art, New York, NY",,,
2011.604.3.2765,False,False,True,759994,,Greek and Roman Art,2011,Oinochoe fragment,Terracotta fragment of an oinochoe (jug),"Greek, Attic",Archaic,,,,,,,,,,,,,,,,,late 6th/early 5th centuries BCE,-600,-400,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/759994,,,"Metropolitan Museum of Art, New York, NY",,,
2017.373,False,False,True,766539,372,Arms and Armor,2017,Flintlock longrifle,Flintlock Longrifle,"American, Heidlersburg, Tyrone Township, Adams County, Pennsylvania",,,,,20111,Gunsmith, ,David Cooley,"American, Pennsylvania 1790–1856", ,"Cooley, David",American,1790      ,1856      ,,,,ca. 1815–1825,1810,1830,"Wood (curly maple, ash), steel, silver, brass",L. 60 1/4 in. (153.0 cm); L. of barrel 42 1/4 in. (107.3 cm); Cal. .51 (12.9 mm); Wt. 8 lb. 15 oz. (4065 g),"Purchase, Mr. and Mrs. Richard L. Chilton Jr. Gift, 2017",,Heidlersburg,,Pennsylvania,,,,,,,,Firearms-Guns-Flintlock,,http://www.metmuseum.org/art/collection/search/766539,https://www.wikidata.org/wiki/Q116445007,,"Metropolitan Museum of Art, New York, NY",,,
1974.614.5,False,False,False,888876,,Drawings and Prints,1974,Periodical Print Ornament & Architecture,"Wendingen: Maandblad for Bouwen en Sieren van Architectura et Amicitia (September/October 1927, nrs. 9/10)",,,,,,22002,Artist, ,Christa Ehrlich,"Dutch (born Austria), 1903-1995", ,"Ehrlich, Christa",Dutch,1903      ,1995      ,,,,1927,1927,1927,Commercial Printing Process,13 3/16 × 13 9/16 × 3/16 in. (33.5 × 34.5 × 0.4 cm),"Administrative Purchase Fund, 1974",,,,,,,,,,,,Periodicals|Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/888876,,,"Metropolitan Museum of Art, New York, NY",,,
89.18.92,False,False,True,443297,,Islamic Art,1889,Textile fragment,Textile Fragment,,,,,,,,,,,,,,,,,,,5th–6th century,400,599,"Wool, linen; plain weave, tapestry weave, weft loop weave","Max. H. 14 in. (35.5 cm)
Max. W. 12 13/16 in. (32.5 cm)","Purchase by subscription, 1889",Made in,,,,Egypt,,,,,,,Textiles,,http://www.metmuseum.org/art/collection/search/443297,,,"Metropolitan Museum of Art, New York, NY",,,
1994.252.218.1–.4,False,False,False,284603,,Photographs,1994,Negative,"[Family Plot, Mayfield, Kentucky]",,,,,,16186,Artist, ,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut", ,"Evans, Walker",American,1903      ,1975      ,,http://vocab.getty.edu/page/ulan/500012076,https://www.wikidata.org/wiki/Q363308,1947,1947,1947,Film negative,2 1/4 x 2 1/4 in.,"Walker Evans Archive, 1994",,,,,,,,,,,,Negatives,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/284603,,,"Metropolitan Museum of Art, New York, NY",Monuments|Men|Women,http://vocab.getty.edu/page/aat/300006958|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q4989906|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
74.51.2394,False,False,False,241948,,Greek and Roman Art,1874,Grave stele of a woman,Limestone metrical epitaph of a woman,Cypriot,Imperial,,,,,,,,,,,,,,,,,ca. 2nd–3rd century CE,100,299,Limestone,H.: 14 5/8 x 15 3/4 x 1 1/2 in. (37.1 x 40 x 3.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Cesnola Inscriptions,,http://www.metmuseum.org/art/collection/search/241948,,,"Metropolitan Museum of Art, New York, NY",,,
67.654.440,False,False,False,17411,,The American Wing,1967,Drawing,Design for chancel,American,,,,,162542162541414316254,Artist|Maker|Maker|Maker, |Possibly|Possibly|Possibly,Louis C. Tiffany|Tiffany Studios|Tiffany Glass Company|Tiffany Glass and Decorating Company,"American, New York 1848–1933 New York|1902–32|1885–92|American, 1892–1902", | | | ,"Tiffany, Louis C.|Tiffany Studios |Tiffany Glass Company|Tiffany Glass and Decorating Company",American| |American|American,1848      |1902      |1885      |1892      ,1933      |1932      |1892      |1902      ,|||,http://vocab.getty.edu/page/ulan/500030415|http://vocab.getty.edu/page/ulan/500331813|(not assigned)|http://vocab.getty.edu/page/ulan/500331512,https://www.wikidata.org/wiki/Q312950|https://www.wikidata.org/wiki/Q19587243|https://www.wikidata.org/wiki/Q19587243|,late 19th–early 20th century,1870,1930,"Watercolor, brown ink and graphite","Overall: 25 x 21 1/4 in. (63.5 x 54 cm)
Other (Design): 20 1/16 x 17 7/16 in. (51 x 44.3 cm)","Purchase, Walter Hoving and Julia T. Weld Gifts and Dodge Fund, 1967",Made in,,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/17411,,,"Metropolitan Museum of Art, New York, NY",,,
49.55.111,False,False,False,493767,,Modern and Contemporary Art,,,Brooklyn Bridge from Brooklyn (The Sun),,,,,,16210,Artist, ,John Marin,"American, Rutherford, New Jersey 1870–1953 Cape Split, Maine", ,"Marin, John",American,1870      ,1953      ,,http://vocab.getty.edu/page/ulan/500115368,https://www.wikidata.org/wiki/Q666171,1915,1915,1915,Etching,"plate: 10 11/16 x 12 13/16 in. (27.1 x 32.5 cm)
sheet: 13 9/16 x 18 1/16 in. (34.4 x 45.9 cm)","Alfred Stieglitz Collection, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/493767,,,"Metropolitan Museum of Art, New York, NY",,,
30.75.848,False,False,True,68836,,Asian Art,1930,Fan Holder,,China,Qing dynasty (1644–1911),,,,,,,,,,,,,,,,,18th–19th century,1700,1899,Silk,12 1/4 x 2 1/4 in. (31.11 x 5.71 cm),"Bequest of William Christian Paul, 1929",,,,,,,,,,,,Textiles-Embroidered,,http://www.metmuseum.org/art/collection/search/68836,,,"Metropolitan Museum of Art, New York, NY",Bats,http://vocab.getty.edu/page/aat/300310335,https://www.wikidata.org/wiki/Q28425
2009.300.6a–e,False,False,False,159259,,Costume Institute,2009,Ensemble,Ensemble,American,,,,,,,,,,,,,,,,,,1941,1941,1941,"cotton, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Martha Schaeffer, 1941",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/159259,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.613.404.55,False,False,False,772829,,Drawings and Prints,1963,Print,"Charlie Chaplin in ""The Gold Rush"" from Scenes from Movies Exhibit Cards series (W404)",,,,,,,,,,,,,,,,,,,ca. 1925,1925,1930,Commercial color photolithograph,Sheet: 5 3/8 × 3 3/8 in. (13.6 × 8.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/772829,,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Actors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q33999
63.350.244.82.44,False,False,False,784236,,Drawings and Prints,1963,Print; ephemera,"Kathlyn Williams, from the ""Movie Stars"" series (T82), issued with Recruit Little Cigars, Athletic Little Cigars, and Coupon Cigarettes by Liggett & Myers Tobacco Company",,,,,,16527,Publisher,Issued by,Liggett & Myers Tobacco Company,"American, North Carolina", ,Liggett & Myers Tobacco,American,          ,          ,,,,ca. 1916,1911,1921,Commercial color lithograph,Sheet: 2 3/4 × 1 9/16 in. (7 × 4 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/784236,,,"Metropolitan Museum of Art, New York, NY",,,
43.33.846,False,False,False,375492,,Drawings and Prints,1943,Print,Pittsburgh,,,,,,9331416346,Artist|Publisher, |Published by,Elizabeth Olds|WPA,"American, Minneapolis, Minnesota 1896–1991 Sarasota, Florida| ", | ,"Olds, Elizabeth|WPA",American| ,1896      |          ,1991      |          ,Female|,http://vocab.getty.edu/page/ulan/500018141|http://vocab.getty.edu/page/ulan/500227524,https://www.wikidata.org/wiki/Q5363286|https://www.wikidata.org/wiki/Q1200079,1935–43,1935,1943,Color Lithograph,image: 11 3/4 x 15 3/4 in. (29.8 x 40 cm) sheet: 14 1/2 x 18 3/4 in. (36.8 x 47.6 cm),"Gift of the Work Projects Administration, New York, 1943",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/375492,,,"Metropolitan Museum of Art, New York, NY",,,
41.100.39,False,False,False,407535,,Drawings and Prints,1941,Book,Gratulatio Academiæ oxoniensis in nuptias auspicatissimas illustrissimorum principum Frederici principis Walliæ et Augustæ principissæ de Saxo-Gotha,,,,,,16637310482810483210483310483,Publisher|Artist|Subject of book|Subject of book|Author, | | | |Written by poets associated with,"Clarendon Press|Michael Burghers|Frederick Louis, Prince of Wales|Ausgusta, Princess of Wales|Oxford University","British, Oxford|Dutch, Amsterdam 1654–1727|British, Hanover 1707–1751 London|German, Gotha 1719–1772 London| ", | | | | ,"Clarendon Press|Burghers, Michael|Frederick Louis, Prince of Wales|Ausgusta, Princess of Wales|Oxford University","British|Dutch|British|German, British|British",1700      |1654      |1707      |1719      |1450      ,2050      |1727      |1751      |1772      |3000      ,||||,|http://vocab.getty.edu/page/ulan/500095021|(not assigned)||,|https://www.wikidata.org/wiki/Q6828935|https://www.wikidata.org/wiki/Q165349||,1739,1739,1739,Illustrations: etching and engraving,13 9/16 x 8 7/8 in. (34.5 x 22.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Books,,http://www.metmuseum.org/art/collection/search/407535,,,"Metropolitan Museum of Art, New York, NY",,,
50.130.140dd,False,False,False,12463,,The American Wing,1950,Watercolor,Allegorical Subject with Winged Figures,American,,,,,16237,Artist, ,John Singer Sargent,"American, Florence 1856–1925 London", ,"Sargent, John Singer",American,1856      ,1925      ,,http://vocab.getty.edu/page/ulan/500023972,https://www.wikidata.org/wiki/Q155626,after 1910,1910,1925,Watercolor and graphite on off-white wove paper,12 5/16 x 7 7/8 in. (31.3 x 20 cm),"Gift of Mrs. Francis Ormond, 1950",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/12463,,,"Metropolitan Museum of Art, New York, NY",,,
1974.602.62,False,False,False,633454,,Photographs,1974,Photograph,"Santa Fe, New Mexico",,,,,,5484,Artist, ,Stephen Shore,"American, born 1947", ,"Shore, Stephen",American,1947      ,9999      ,,http://vocab.getty.edu/page/ulan/500040819,https://www.wikidata.org/wiki/Q586141,June 1972,1972,1972,Chromogenic print,,"Gift of Weston J. Naef, 1974",,,,,,,,,,,,Photographs,© Stephen Shore,http://www.metmuseum.org/art/collection/search/633454,,,"Metropolitan Museum of Art, New York, NY",Restaurants|Men|Women|Reading,http://vocab.getty.edu/page/aat/300005182|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300248178,https://www.wikidata.org/wiki/Q11707|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q199657
61.681.26,False,False,False,730011,,Drawings and Prints,1961,"Print, poster",Wer ist der Schrecken der engl. Handelsflotte?,,,,,,19413,Publisher, ,M. Herzog & Company, , ,M. Herzog & Company,German,1900      ,1930      ,,,,ca. 1914,1914,1922,Commercial lithograph,Sheet: 15 1/8 × 9 7/8 in. (38.4 × 25.1 cm),"Gift of Mrs. William O'D. Iselin, 1961",,,,,,,,,,,,Prints|Posters|Ephemera,,http://www.metmuseum.org/art/collection/search/730011,,,"Metropolitan Museum of Art, New York, NY",World War I|Men|Ships,http://vocab.getty.edu/page/ia/901000143|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300082981,https://www.wikidata.org/wiki/Q361|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q11446
36.120.493,False,False,True,63149,,Asian Art,1936,Teabowl,,Japan,Edo period (1615–1868),,,,1360,Artist, ,Setosuke,"Japanese,", ,Setosuke,Japanese,          ,          ,,,,ca. 1860,1850,1870,Clay with thin glaze (Echizen ware),H. 2 1/8 in. (5.4 cm); W. sq. 4 1/2 in. (11.4 cm),"The Howard Mansfield Collection, Gift of Howard Mansfield, 1936",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/63149,,,"Metropolitan Museum of Art, New York, NY",,,
07.309.14,False,False,True,213281,,European Sculpture and Decorative Arts,1907,Stitch,Example of lace stitch,Irish,,,,,,,,,,,,,,,,,,19th–20th century,1800,1924,,,"Rogers Fund, 1907",,,,,,,,,,,,Textiles-Methods and Materials,,http://www.metmuseum.org/art/collection/search/213281,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.307.9.5,False,False,False,680282,,Drawings and Prints,1963,Print,"Striped Hyena, collector card from the Animals series (D9), issued by the Weber Baking Company to promote Onist Milk and Pullman Bread",,,,,,18289,Publisher,Issued by,Weber Baking Company, , ,Weber Baking Company,American,          ,          ,,,,early 20th century,1900,1920,Commercial color lithograph,Sheet: 2 1/2 × 3 1/4 in. (6.4 × 8.3 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/680282,,,"Metropolitan Museum of Art, New York, NY",Animals,http://vocab.getty.edu/page/aat/300249525,https://www.wikidata.org/wiki/Q729
2018.294.156,False,False,False,19895,707,The American Wing,2018,Vase,Vase,American,,,,,331,Manufacturer, ,Northwestern Terra Cotta Company,1886–ca. 1920, ,Northwestern Terra Cotta Company , ,1886      ,1925      ,,,,ca. 1907–20,1904,1923,Stoneware,13 15/16 in. (35.4 cm),"Gift of Robert A. Ellison Jr., 2018",Made in,Chicago,,,United States,,,,,,,,,http://www.metmuseum.org/art/collection/search/19895,https://www.wikidata.org/wiki/Q116393672,,"Metropolitan Museum of Art, New York, NY",,,
22.61.158,False,False,True,679483,,Drawings and Prints,1922,Print,"Scène de famille., from Croquis d'Été, published in Le Charivari, July 19, 1858",,,,,Croquis d'Été,990461618087578,Publisher|Artist|Printer, | | ,Aaron Martinet|Honoré Daumier|Destouches,"French, 1762–1841|French, Marseilles 1808–1879 Valmondois|Paris", | | ,"Martinet, Aaron|Daumier, Honoré|Destouches",French|French|French,1762      |1808      |1800      ,1841      |1879      |1900      ,||,(not assigned)|http://vocab.getty.edu/page/ulan/500117998|,https://www.wikidata.org/wiki/Q29909060|https://www.wikidata.org/wiki/Q187506|,"July 19, 1858",1858,1858,Lithograph; second state of two (Delteil),"Sheet: 10 1/4 × 14 3/16 in. (26.1 × 36 cm)
Image: 7 15/16 × 10 3/16 in. (20.1 × 25.9 cm)","Rogers Fund, 1922",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/679483,,,"Metropolitan Museum of Art, New York, NY",Boys|Men|Swimming|Family,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239495|http://vocab.getty.edu/page/aat/300435378,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q31920|https://www.wikidata.org/wiki/Q8436
48.101.1625,False,False,True,741124,,Islamic Art,1948,Fragment,Stucco Fragment,,,,,,,,,,,,,,,,,,,probably 8th–12th century,800,1300,"Stucco (mortar); carved, painted","H. 2 3/4 in. (7 cm)
W. 1 3/8 in. (3.5 cm)
D. 1 in. (2.5 cm)","Rogers Fund, 1948",Excavated in,Nishapur,,,Iran,,,,,,,Stucco,,http://www.metmuseum.org/art/collection/search/741124,,,"Metropolitan Museum of Art, New York, NY",,,
74.51.4215,False,False,True,243627,,Greek and Roman Art,1874,"Ring, filigree with sard","Ring, filigree with sard",,,,,,,,,,,,,,,,,,,,-7000,330,"Gold, sard","Other: 11/16 × 1/16 × 3/4 in. (1.7 × 0.1 × 1.9 cm)
Other (sard): 3/8 × 3/16 × 9/16 in. (1 × 0.5 × 1.4 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Gold and Silver,,http://www.metmuseum.org/art/collection/search/243627,,,"Metropolitan Museum of Art, New York, NY",,,
63.350.202.33.43,False,False,True,420410,,Drawings and Prints,1963,Print,"Mexican, from World's Smokers series (N33) for Allen & Ginter Cigarettes",,,,,,16158,Publisher,Issued by,Allen & Ginter,"American, Richmond, Virginia", ,Allen & Ginter,American,          ,          ,,(not assigned),https://www.wikidata.org/wiki/Q4731490,1888,1888,1888,Commercial color lithograph,Sheet: 2 3/4 x 1 1/2 in. (7 x 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/420410,,,"Metropolitan Museum of Art, New York, NY",Men|Profiles|Smoking,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300380156,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q662860
